date	company	relationEntity	relationEntityType	classification	snippet	country	keywords
2023-04-17	Infosys Limited			Publishing Numbers	Infosys had a return on equity of 31.61% and a net margin of 16.37%	MH	return
2023-04-17	Infosys Limited				In terms of valuations, Infosys is currently trading at 19x, while TCS is trading at 23x	IN	19x|term
2023-04-17	Infosys Limited			Critics	Infosys shocked investors by missing its full-year growth guidance for the first time in six years	IN	time
2023-04-17	Accenture Inc.			Mediascore	IT firm Accenture also made a lot of headlines for announcing its decision	IN	headline
2023-04-17	Accenture Inc.			Layoff Staff	By laying off 19,000 employees, Accenture will be saying goodbye to 2.5 per cent of its global workforce	IN	goodbye|workforce
2023-04-17	Accenture Inc.				The company told Bloomberg that this decision is taken in the light of the fact thatAccenture will not be needing the services of these employees	IN	service
2023-04-17	Accenture Inc.			Efficiency	Accenture is taking steps to cut down costs in five points	IN	step
2023-04-17	Accenture Inc.	India	location		roughly 40 per cent of Accenture's global workforce is operating from India	IN	workforce
2023-04-17	Accenture Inc.				the layoffs at Accenture will be happening over a period of 18 months, reports suggest	IN	layoff
2023-04-17	Accenture Inc.			Efficiency	Accenture is firing 19,000 employees to cut cost	IN	
2023-04-17	PricewaterhouseCoopers International Limited				PWC forwarded to us for review	IE	review|us
2023-04-17	Cognizant Technology Solutions Corp.	Securities and Exchange Commission	org		Delta Financial Advisors LLC’s holdings in Cognizant Technology Solutions were worth $1,114,000 as of its most recent SEC filing	US	holding
2023-04-17	Cognizant Technology Solutions Corp.	State of New Jersey	location		State of New Jersey Common Pension Fund D raised its holdings in Cognizant Technology Solutions by 1.1% during the fourth quarter	US	holding|d|pension fund d|fund d|common pension fund d
2023-04-17	Cognizant Technology Solutions Corp.			Publishing Numbers	Cognizant Technology Solutions had a return on equity of 18.92% and a net margin of 11.79%	US	return
2023-04-17	Tata Consultancy Services Limited				As per a report in the Live Mint, TCS is aiming to bring the attNew Delhi	IN	
2023-04-17	Tata Consultancy Services Limited	Delhi	location		TCS is aiming to bring the attNew Delhi	IN	
2023-04-17	Aon PLC Holding	State of New Jersey	location		State of New Jersey Common Pension Fund D owned 0.06% of AON worth $36,908,000 at the end of the most recent reporting period	US	d|pension fund d|fund d|common pension fund d
2023-04-17	Aon PLC Holding			Publishing Numbers	AON had a return on equity of 1,165.31% and a net margin of 20.75%	US	return
2023-04-17	Aon PLC Holding			Publishing Numbers	AON has an Earnings ESP	US	earnings esp|esp
2023-04-17	KPMG A/S			Efficiency	KPMG Nigeria said “a strategy to cut production costs and boost supply and control conditions stifling distribution	NG	strategy
2023-04-17	KPMG A/S				KPMG Nigeria further said that following the CBN’s policy reversal to allow old naira notes to persist alongside the new notes	NG	policy reversal|reversal
2023-04-17	Infosys Limited				Weaker numbers by Infosys led to bearish mood on Dalal Street	IN	number|bearish mood|mood|street|dalal street|weaker number
2023-04-17	Wipro Limited	TCS Group Holding PLC	company		as Tech Mahindra, HCL Tech, TCS and Wipro ended up to 5% lower	IN	tech|hcl tech|mahindra|tech mahindra
2023-04-17	Wipro Limited				Wipro and TCS lost about 1.8% and 1.6%, respectively	IN	
2023-04-17	Infosys Limited	TCS Group Holding PLC	company		Institutional Equities said, “TCS and Infosys earnings had two factors in common	US	factor|earning
2023-04-17	Infosys Limited	TCS Group Holding PLC	company		Kotak concluded, “TCS and Infosys are best positioned	US	
2023-04-17	Infosys Limited				Infosys’ peers like HCL Tech were down 2.8%, and Wipro and TCS lost about 1.8% and 1.6%, respectively	IN	peer
2023-04-17	FTI Consulting Inc.				FTI Consulting Price Performance FCN opened at $204.07 on Monday	US	fcn|price performance fcn|performance fcn
2023-04-17	Fti Consulting Inc. Holding			Publishing Numbers	FTI Consulting had a net margin of 7.78% and a return on equity of 14.73%	US	margin|return
2023-04-17	FTI Consulting Inc.			Company Info	Profile () FTI Consulting, Inc engages in the provision	US	provision
2023-04-17	Fti Consulting Inc. Holding				Meritage Portfolio Management’s holdings in FTI Consulting were worth $5,734,000 at the end	US	holding|end
2023-04-17	Infosys Limited			Publishing Numbers	Infosys had a net margin of 16.37% and a return on equity of 31.61%	US	margin|return
2023-04-17	Gartner Inc.			Reports	Gartner® has released a new cybersecurity report	US	cybersecurity report|report
2023-04-17	Tata Consultancy Services Limited|Infosys Limited	Infosys Limited	company		leading IT companies Infosys and Tata Consultancy Services have increased the concern of investors	IN	concern
2023-04-17	FTI Consulting Inc.			Company Info	from FTI Consulting, where he most recently served as Head of Senior Lender Advisory	US	
2023-04-17	FTI Consulting Inc.	Sanjeev Khemlani	person	Outgoing Employees	Sanjeev is based in New York and joins Lazard from FTI Consulting, where he most recently served as Head of Senior Lender Advisory	US	
2023-04-17	PricewaterhouseCoopers International Limited				The firm’s priority is to ensure that PwC community of solvers find their careers	IN	career|community
2023-04-17	IBM Corp.				We soon realized that IBM as one company can’t scale global talent at the rate and pace needed to make an impact in our generation,	US	rate|pace|talent
2023-04-17	PricewaterhouseCoopers International Limited				According to Tesla, PWC has been auditing the company’s financials for 17 years	US	financial
2023-04-17	Accenture Inc.				a share, and ACN is 66 days out from its next earnings report	AU	report|share|earnings report
2023-04-17	IBM Corp.				Consumer commitment to environmental sustainability and social responsibility has intensified with consumers voting with their wallets," said Jonathan Wright, Global Managing Partner Sustainability Services and Global Business Transformation, IBM Consulting	GB	consumer commitment|business transformation|commitment|company|transformation|consumer
2023-04-17	Infosys Limited				The worse-than-expected Q4 results fromInfosyswith only 4-7 per cent revenue growth for FY24 will drag down IT stocks impacting the Nifty,” V K Vijayakumar, Chief Investment Strategist at Geojit Financial Services, said	IN	result|it stock|revenue growth|growth|stock
2023-04-17	Infosys Limited			Grow	On Thursday,Infosysreported lower-than-expected growth in the fourth quarter net	IN	lower than expected growth|growth
2023-04-17	Wipro Limited			Company Info	Notably, during the Q3 earnings announcement in January this year,Infosys— which competes in the market with Tata Consultancy Services , Wipro and other IT firms	IN	it|other it
2023-04-17	Infosys Limited			Publishing Numbers|Financial Forecasts	Infosys was the top drag on the Nifty after it forecast revenue growth	IN	nifty
2023-04-17	Infosys Limited	Rishi Sunak	person		Rich List, Sunak and his wife are worth £730million – largely because of his wife’s stake in Infosys, the Indian software company founded	GB	stake|wife|rich list|list
2023-04-17	Infosys Limited	TCS Group Holding PLC	company		We reported on April 15 that TCS and Infosys recorded a near two-third drop	IN	drop
2023-04-17	Infosys Limited				Infosys led the slump, falling over 12% in intraday trade, and registering its worst single-day loss since 2019	IN	slump
2023-04-17	Infosys Limited	TCS Group Holding PLC	company		Together, TCS and the second-ranked Infosys added 51,819 people in FY23 on a net basis compared	IN	net basis|fy23|basis|people
2023-04-17	Infosys Limited			Decline	TCS added just 821 people while Infosys reported a decline	IN	q42023|people
2023-04-17	IBM Corp.			Publishing Numbers	International Business Machines had a net margin of 2.71% and a return on equity of 41.24%	US	margin|return
2023-04-17	IBM Corp.				Verus Financial Partners Inc.’s holdings in International Business Machines were worth $236,000 at the end	US	holding|end
2023-04-17	Infosys Limited			Decline	Technology stocks posted sharp losses after Infosys reported a 7% decline in consolidated net profit	IN	loss|technology stock|stock|sharp loss
2023-04-17	Infosys Limited				Infosys, which plunged to Rs 1,185.30 on NSE,	IN	nse
2023-04-17	Wipro Limited				L&T Technology Services drifted down 2.5%, while Wipro, Mphasis and Tata Consultancy Services lost 1.5 to 1.8%	IN	
2023-04-17	Infosys Limited				Infosys reported a 7% decline in consolidated net profit	IN	net profit|consolidated net profit|profit
2023-04-17	PricewaterhouseCoopers International Limited				on loans, a study by professional services firm PwC shows	IN	study|loan
2023-04-17	Infosys Limited	HDFC Bank Limited Holding	company		HDFC Bank and Infosys will be in focus today after the companies reported their Q4 results and announced dividends last week	IN	focus
2023-04-17	IBM Corp.		product	Products|General	that IBM introduced its first electronic computer	US	that|computer|electronic computer
2023-04-17	IBM Corp.				IBM’s CD decided to take a different path to component integration, which it called “solid logic technology	US	path|component integration|different path|integration
2023-04-17	IBM Corp.				IBM also used an SLT variant to build the Launch Vehicle Digital	US	variant|slt variant
2023-04-17	IBM Corp.				IBM was able to put SLT into production much faster	US	production|slt
2023-04-17	IBM Corp.			Company Info	all companies including IBM focused on p-channel MOS transistors	US	mos transistor|company|p channel mos transistor|transistor
2023-04-17	IBM Corp.				Prior to 1952, IBM specialized in punched-card machines	US	machine|punched card machine
2023-04-17	IBM Corp.				To make SLT devices cost competitive, IBM invested a large sum of money to automate SLT manufacture, echoing the manufacturing automation of the US National Bureau of Standards micromodule program	US	sum
2023-04-17	IBM Corp.	Components Division	org		to IBM’s R&D board, where CD argued	US	
2023-04-17	IBM Corp.		product		IBM’s SLT devices and their use in the Apollo moon program, see “The core memory inside a Saturn V rocket’s computer	JP	core memory|computer|memory|moon program|apollo moon program|use|program|slt device|device
2023-04-17	IBM Corp.				the policy of IBM to use solid-state circuitry in all machine developments	US	development|machine development|circuitry|solid state circuitry|all machine development|policy
